編號,動詞變化,詞語,語源,義項,詞類,等級,標籤,翻譯,TL,POJ,分類,近義詞,反義詞,相關詞,附註,,
5046,,아가씨,,1701296,,B,,,,,,,,,,,
5051,,아기,,1701297,,B,,,,,,,,,,,
5056,,아까,,1701298,,B,,,,,,,,,,,
5061,,아내,,1701299,名,B,,某，牽手，家後,bóo，khan-tshiú，ke-āu,bó͘，khan-chhiú，ke-āu,04親屬稱謂,,,1601,,,
5066,,아뇨,,1701300,,B,,,,,,,,,,,
5066,,아뇨,,1701301,,B,,,,,,,,,,,
5071,규칙,아니다,,1701302,,B,,,,,,,,,,,
5076,,아니오,,1701303,,B,,,,,,,,,,,
5081,,아니요,,1701304,,B,,,,,,,,,,,
5081,,아니요,,1701305,,B,,,,,,,,,,,
5086,,아들,,1701306,,B,,,,,,,,,,,
5086,,아들,,1701307,,B,,,,,,,,,,,
5091,,아랍어,,1701308,,I,,,,,,,,,,,
5096,,아래,,1701309,,B,,,,,,,,,,,
5096,,아래,,1701310,,B,,,,,,,,,,,
5101,ㅂ불규칙,아름답다,,1701311,,B,,,,,,,,,,,
5101,ㅂ불규칙,아름답다,,1701312,,B,,,,,,,,,,,
5106,,아마,,1701313,,B,,,,,,,,,,,
5111,,아무,,1701314,,B,,,,,,,,,,,
5116,,아버님,,1701315,,B,,,,,,,,,,,
5121,,아버지,,1701316,,B,,,,,,,,,,,
5121,,아버지,,1701317,,B,,,,,,,,,,,
5126,,아빠,,1701318,,B,,,,,,,,,,,
5126,,아빠,,1701319,,B,,,,,,,,,,,
5131,,아시아,,1701320,,I,,,,,,,,,,,
5136,,아우,,1701321,,B,,,,,,,,,,,
5141,,아이,,1701322,,B,,,,,,,,,,,
5141,,아이,,1701323,,B,,,,,,,,,,,
5146,,아이구,,1701324,,B,,,,,,,,,,,
5151,,아이스크림,,1701325,,B,,,,,,,,,,,
5156,,아저씨,,1701326,,B,,,,,,,,,,,
5156,,아저씨,,1701327,,B,,,,,,,,,,,
5161,,아주,,1701328,,B,,,,,,,,,,,
5161,,아주,,1701329,,B,,,,,,,,,,,
5166,,아주머니,,1701330,,B,,,,,,,,,,,
5166,,아주머니,,1701331,,B,,,,,,,,,,,
5166,,아주머니,,1701332,,B,,,,,,,,,,,
5171,,아줌마,,1701333,,B,,,,,,,,,,,
5176,,아직,,1701334,,B,,,,,,,,,,,
5176,,아직,,1701335,,B,,,,,,,,,,,
5181,,아침,,1701336,,B,,,,,,,,,,,
5181,,아침,,1701337,,B,,,,,,,,,,,
5181,,아침,,1701338,,B,,,,,,,,,,,
5186,,아침밥,,1701339,,I,,,,,,,,,,,
5191,,아침식사,,1701340,,B,,,,,,,,,,,
5196,,아파트,,1701341,,B,,,,,,,,,,,
5201,으탈락,아프다,,1701342,,B,,,,,,,,,,,
5201,으탈락,아프다,,1701343,,B,,,,,,,,,,,
5206,,아프리카,,1701344,,I,,,,,,,,,,,
5211,,아홉,,1701345,,B,,,,,,,,,,,
5211,,아홉,,1701346,,B,,,,,,,,,,,
5211,,아홉,,1701347,,B,,,,,,,,,,,
5211,,아홉,,1701348,,B,,,,,,,,,,,
5216,,아흔,,1701349,,B,,,,,,,,,,,
5221,,악기,,1701350,,B,,,,,,,,,,,
5226,,안,,1701351,,B,,,,,,,,,,,
5231,,안2,,1701352,,B,,,,,,,,,,,
5236,,안경,,1701353,,B,,,,,,,,,,,
5241,여불규칙,안내하다,8656,1701354,,B,,,,,,,,,,,
5246,,안녕,,1701355,,B,,,,,,,,,,,
5251,,안녕하세요,,1701356,,B,,,,,,,,,,,
5256,,안녕하십니까,,1701357,,B,,,,,,,,,,,
5261,규칙,안다,,1701358,,B,,,,,,,,,,,
5266,여불규칙,안전하다,8656,1701359,,B,,,,,,,,,,,
5271,규칙,앉다,,1701360,,B,,,,,,,,,,,
5271,규칙,앉다,,1701361,,B,,,,,,,,,,,
5276,규칙,않다,,1701362,,B,,,,,,,,,,,
5281,ㄹ탈락,알다,,1701363,,B,,,,,,,,,,,
5281,ㄹ탈락,알다,,1701364,,B,,,,,,,,,,,
5286,규칙,알리다,,1701365,,B,,,,,,,,,,,
5291,규칙,알맞다,,1701366,,B,,,,,,,,,,,
5296,규칙,알았습니다,,1701367,,B,,,,,,,,,,,
5301,,앞,,1701368,,B,,,,,,,,,,,
5301,,앞,,1701369,,B,,,,,,,,,,,
5301,,앞,,1701370,,B,,,,,,,,,,,
5306,,애,,1701371,,B,,,,,,,,,,,
5311,,액세서리,,1701372,,I,,,,,,,,,,,
5316,여불규칙,야 하다,8656,1701373,,B,,,,,,,,,,,
5321,,야구,,1701374,,B,,,,,,,,,,,
5321,,야구,,1701375,,B,,,,,,,,,,,
5321,,야구,,1701376,,B,,,,,,,,,,,
5326,,야구장,,1701377,,B,,,,,,,,,,,
5331,,야채,,1701378,,B,,,,,,,,,,,
5336,,약,,1701379,,B,,,,,,,,,,,
5336,,약,,1701380,,B,,,,,,,,,,,
5341,,약간,,1701381,,B,,,,,,,,,,,
5346,,약국,,1701382,,B,,,,,,,,,,,
5346,,약국,,1701383,,B,,,,,,,,,,,
5351,,약사,,1701384,,B,,,,,,,,,,,
5356,,약속,,1701385,,B,,,,,,,,,,,
5361,규칙,얇다,,1701386,,B,,,,,,,,,,,
5366,,양,,1701387,,I,,,,,,,,,,,
5371,,양말,,1701388,,B,,,,,,,,,,,
5376,,양복,,1701389,,B,,,,,,,,,,,
5381,,양식,,1701390,,I,,,,,,,,,,,
5386,,양파,,1701391,,I,,,,,,,,,,,
5391,,얘기,,1701392,,B,,,,,,,,,,,
5396,여불규칙,얘기하다,8656,1701393,,B,,,,,,,,,,,
5401,,어,,1701394,,B,,,,,,,,,,,
5406,,어깨,,1701395,,B,,,,,,,,,,,
5411,,어느,,1701396,,B,,,,,,,,,,,
5411,,어느,,1701397,,B,,,,,,,,,,,
5416,ㅂ불규칙,어둡다,,1701398,,B,,,,,,,,,,,
5421,,어디,,1701399,,B,,,,,,,,,,,
5421,,어디,,1701400,,B,,,,,,,,,,,
5421,,어디,,1701401,,B,,,,,,,,,,,
5426,,어떤,,1701402,,B,,,,,,,,,,,
5426,,어떤,,1701403,,B,,,,,,,,,,,
5431,,어떻게,,1701404,,B,,,,,,,,,,,
5436,ㅎ불규칙,어떻다,,1701405,,B,,,,,,,,,,,
5436,ㅎ불규칙,어떻다,,1701406,,B,,,,,,,,,,,
5441,,어떻습니까?,,1701407,,B,,,,,,,,,,,
5446,ㅂ불규칙,어렵다,,1701408,,B,,,,,,,,,,,
5446,ㅂ불규칙,어렵다,,1701409,,B,,,,,,,,,,,
5451,,어른,,1701410,,B,,,,,,,,,,,
5456,규칙,어리다,,1701411,,B,,,,,,,,,,,
5461,,어린이,,1701412,,B,,,,,,,,,,,
5466,,어머,,1701413,,I,,,,,,,,,,,
5471,,어머니,,1701414,,B,,,,,,,,,,,
5471,,어머니,,1701415,,B,,,,,,,,,,,
5476,,어머님,,1701416,,B,,,,,,,,,,,
5481,,어버니,,1701417,,B,,,,,,,,,,,
5486,,어서,,1701418,,B,,,,,,,,,,,
5486,,어서,,1701419,,B,,,,,,,,,,,
5491,규칙,어울리다,,1701420,,B,,,,,,,,,,,
5496,,어저께,,1701421,,I,,,,,,,,,,,
5501,,어제,,1701422,,B,,,,,,,,,,,
5501,,어제,,1701423,,B,,,,,,,,,,,
5501,,어제,,1701424,,B,,,,,,,,,,,
5506,,어젯밤,,1701425,,B,,,,,,,,,,,
5506,,어젯밤,,1701426,,B,,,,,,,,,,,
5511,,어휘,,1701427,,B,,,,,,,,,,,
5516,,언니,,1701428,,B,,,,,,,,,,,
5521,,언제,,1701429,,B,,,,,,,,,,,
5521,,언제,,1701430,,B,,,,,,,,,,,
5526,,언제나,,1701431,,B,,,,,,,,,,,
5531,,얼굴,,1701432,,B,,,,,,,,,,,
5536,,얼마,,1701433,,B,,,,,,,,,,,
5541,,얼마나,,1701434,,B,,,,,,,,,,,
5546,,얼음,,1701435,,B,,,,,,,,,,,
5551,,엄마,,1701436,,B,,,,,,,,,,,
5551,,엄마,,1701437,,B,,,,,,,,,,,
5556,규칙,없다,,1701438,,B,,,,,,,,,,,
5561,,없이,,1701439,,I,,,,,,,,,,,
5566,,에,,1701440,,B,,,,,,,,,,,
5571,,에게,,1701441,,B,,,,,,,,,,,
5576,,에서,,1701442,,B,,,,,,,,,,,
5581,,에어컨,,1701443,,B,,,,,,,,,,,
5586,,엔,,1701444,,B,,,,,,,,,,,
5591,,엘리베이터,,1701445,,B,,,,,,,,,,,
5596,,여가,,1701446,,B,,,,,,,,,,,
5601,,여권,,1701447,,B,,,,,,,,,,,
5606,,여기,,1701448,,B,,,,,,,,,,,
5606,,여기,,1701449,,B,,,,,,,,,,,
5611,,여기저기,,1701450,,B,,,,,,,,,,,
5611,,여기저기,,1701451,,B,,,,,,,,,,,
5616,,여덟,,1701452,,B,,,,,,,,,,,
5616,,여덟,,1701453,,B,,,,,,,,,,,
5616,,여덟,,1701454,,B,,,,,,,,,,,
5621,,여동생,,1701455,,B,,,,,,,,,,,
5626,,여든,,1701456,,B,,,,,,,,,,,
5631,,여러,,1701457,,B,,,,,,,,,,,
5631,,여러,,1701458,,B,,,,,,,,,,,
5636,,여러가지,,1701459,,B,,,,,,,,,,,
5641,,여러분,,1701460,,B,,,,,,,,,,,
5646,,여름,,1701461,,B,,,,,,,,,,,
5646,,여름,,1701462,,B,,,,,,,,,,,
5651,,여보세요,,1701463,,B,,,,,,,,,,,
5651,,여보세요,,1701464,,B,,,,,,,,,,,
5656,,여섯,,1701465,,B,,,,,,,,,,,
5656,,여섯,,1701466,,B,,,,,,,,,,,
5656,,여섯,,1701467,,B,,,,,,,,,,,
5661,,여자,KOR012,1701468,名,B,,查某,tsa-bóo,cha-bó͘,05人物、身分,,,1591,,,
5666,,여학생,,1701469,,B,,,,,,,,,,,
5671,,여행,,1701470,,B,,,,,,,,,,,
5671,,여행,,1701471,,B,,,,,,,,,,,
5676,,여행사,,1701472,,B,,,,,,,,,,,
5681,,역,,1701473,,B,,,,,,,,,,,
5681,,역,,1701474,,B,,,,,,,,,,,
5686,,역사,,1701475,,B,,,,,,,,,,,
5686,,역사,,1701476,,B,,,,,,,,,,,
5686,,역사,,1701477,,B,,,,,,,,,,,
5691,여불규칙,연결하다,8656,1701478,,B,,,,,,,,,,,
5696,,연락처,,1701479,,B,,,,,,,,,,,
5701,,연세,,1701480,,B,,,,,,,,,,,
5706,,연습,,1701481,,B,,,,,,,,,,,
5706,,연습,,1701482,,B,,,,,,,,,,,
5711,여불규칙,연습하다,8656,1701483,,B,,,,,,,,,,,
5716,,연예인,,1701484,,B,,,,,,,,,,,
5721,,연필,,1701485,,B,,,,,,,,,,,
5721,,연필,,1701486,,B,,,,,,,,,,,
5726,,연휴,,1701487,,B,,,,,,,,,,,
5731,,열,,1701488,,B,,,,,,,,,,,
5731,,열,,1701489,,B,,,,,,,,,,,
5731,,열,,1701490,,B,,,,,,,,,,,
5736,ㄹ탈락,열다,,1701491,動,B,,開,khui,khui,25行動,,2031,,,,
5741,규칙,열리다,,1701492,,B,,,,,,,,,,,
5746,,열쇠,,1701493,,B,,,,,,,,,,,
5751,,열심히,,1701494,,B,,,,,,,,,,,
5756,,열차,,1701495,,B,,,,,,,,,,,
5761,,엽서,,1701496,,B,,,,,,,,,,,
5766,규칙,엾다,,1701497,,B,,,,,,,,,,,
5771,,영,,1701498,,B,,,,,,,,,,,
5776,,영국,,1701499,,B,,,,,,,,,,,
5776,,영국,,1701500,,I,,,,,,,,,,,
5781,,영상,,1701501,,I,,,,,,,,,,,
5786,,영어,,1701502,,B,,,,,,,,,,,
5786,,영어,,1701503,,I,,,,,,,,,,,
5791,,영어회화,,1701504,,I,,,,,,,,,,,
5796,,영하,,1701505,,B,,,,,,,,,,,
5801,,영화,,1701506,,B,,,,,,,,,,,
5801,,영화,,1701507,,B,,,,,,,,,,,
5801,,영화,,1701508,,B,,,,,,,,,,,
5806,,영화관,,1701509,,B,,,,,,,,,,,
5811,,영화배우,,1701510,,B,,,,,,,,,,,
5816,,영화표,,1701511,,B,,,,,,,,,,,
5821,,옆,,1701512,,B,,,,,,,,,,,
5821,,옆,,1701513,,B,,,,,,,,,,,
5826,,예,,1701514,,B,,,,,,,,,,,
5831,,예문,,1701515,,B,,,,,,,,,,,
5836,으탈락,예쁘다,,1701516,,B,,,,,,,,,,,
5836,으탈락,예쁘다,,1701517,,B,,,,,,,,,,,
5841,,예순,,1701518,,B,,,,,,,,,,,
5846,,예약,,1701519,,B,,,,,,,,,,,
5851,,옛날,,1701520,副,B,,古早，往擺，向時,kóo-tsá，íng-pái，hiàng-sî,kó͘-chá，éng-pái，hiàng-sî,,,,,,,
5856,,오,,1701521,,B,,,,,,,,,,,
5856,,오,,1701522,,B,,,,,,,,,,,
5861,,오늘,,1701523,,B,,,,,,,,,,,
5861,,오늘,,1701524,,B,,,,,,,,,,,
5866,규칙,오다,,1701525,,B,,來,lâi,lâi,,,36,,,,
5866,규칙,오다,,1701526,,B,,,,,,,,,,,
5871,,오래,,1701527,,B,,,,,,,,,,,
5876,,오래간만,,1701528,,B,,,,,,,,,,,
5881,규칙,오래간만입니다,,1701529,,B,,,,,,,,,,,
5886,,오랜만,,1701530,,B,,,,,,,,,,,
5891,,오랜만에,,1701531,,B,,,,,,,,,,,
5896,,오랫동안,,1701532,,B,,,,,,,,,,,
5901,,오렌지,,1701533,,B,,,,,,,,,,,
5906,르불규칙,오르다,,1701534,,B,,,,,,,,,,,
5906,르불규칙,오르다,,1701535,,B,,,,,,,,,,,
5911,,오른쪽,,1701536,,B,,,,,,,,,,,
5916,,오리,,1701537,,I,,,,,,,,,,,
5921,,오빠,,1701538,名,B,,阿兄，哥哥,a-hiann，ko--koh,a-hiaⁿ，ko--koh,04親屬稱謂,,,,小妹咧叫的。小弟愛叫형{8891}。,,
5926,,오십,,1701539,,B,,,,,,,,,,,
5931,,오월,,1701540,,B,,,,,,,,,,,
5936,,오이,,1701541,,B,,,,,,,,,,,
5936,,오이,,1701542,,B,,,,,,,,,,,
5941,,오전,,1701543,,B,,,,,,,,,,,
5941,,오전,,1701544,,B,,,,,,,,,,,
5946,,오징어,,1701545,,I,,,,,,,,,,,
5951,,오후,,1701546,,B,,,,,,,,,,,
5951,,오후,,1701547,,B,,,,,,,,,,,
5951,,오후,,1701548,,B,,,,,,,,,,,
5951,,오후,,1701549,,B,,,,,,,,,,,
5956,,올라가다,36,1701550,,B,,,,,,,,,,,
5961,규칙,올라오다,,1701551,,B,,,,,,,,,,,
5966,규칙,올려놓다,,1701552,,I,,,,,,,,,,,
5971,,올림픽,,1701553,,B,,,,,,,,,,,
5976,,올해,,1701554,,B,,,,,,,,,,,
5976,,올해,,1701555,,B,,,,,,,,,,,
5981,규칙,옮기다,,1701556,,I,,,,,,,,,,,
5986,,옷,,1701557,,B,,,,,,,,,,,
5986,,옷,,1701558,,B,,,,,,,,,,,
5986,,옷,,1701559,,B,,,,,,,,,,,
5991,,옷가게,,1701560,,B,,,,,,,,,,,
5996,,옷장,,1701561,,B,,,,,,,,,,,
6001,,와이셔츠,,1701562,,B,,,,,,,,,,,
6006,,왜,,1701563,,B,,,,,,,,,,,
6006,,왜,,1701564,,B,,,,,,,,,,,
6006,,왜,,1701565,,B,,,,,,,,,,,
6011,,왜냐하면,,1701566,,B,,,,,,,,,,,
6016,,외가,,1701567,,B,,,,,,,,,,,
6021,,외국,,1701568,,B,,,,,,,,,,,
6021,,외국,,1701569,,B,,,,,,,,,,,
6026,,외국어,,1701570,,B,,,,,,,,,,,
6031,,외국인,,1701571,,B,,,,,,,,,,,
6036,,외래어,,1701572,,B,,,,,,,,,,,
6041,ㅂ불규칙,외롭다,,1701573,,B,,,,,,,,,,,
6046,,외삼촌,,1701574,,B,,,,,,,,,,,
6051,,외숙모,,1701575,,I,,,,,,,,,,,
6056,규칙,외우다,,1701576,,B,,,,,,,,,,,
6061,여불규칙,외출하다,8656,1701577,,B,,,,,,,,,,,
6066,,외할머니,,1701578,,I,,,,,,,,,,,
6071,,외할아버지,,1701579,,I,,,,,,,,,,,
6076,,왼쪽,,1701580,,B,,,,,,,,,,,
6081,,요금,,1701581,,B,,,,,,,,,,,
6081,,요금,,1701582,,B,,,,,,,,,,,
6081,,요금,,1701583,,B,,,,,,,,,,,
6086,,요르단,,1701584,,I,,,,,,,,,,,
6091,,요리,,1701585,,B,,,,,,,,,,,
6096,,요일,,1701586,,B,,,,,,,,,,,
6096,,요일,,1701587,,B,,,,,,,,,,,
6101,,요즈음,,1701588,,B,,,,,,,,,,,
6106,,요즘,,1701589,,B,,,,,,,,,,,
6111,,우리,,1701590,,B,,,,,,,,,,,
6111,,우리,,1701591,,B,,,,,,,,,,,
6111,,우리,,1701592,,B,,,,,,,,,,,
6116,,우리나라,,1701593,,B,,,,,,,,,,,
6121,,우산,,1701594,,B,,,,,,,,,,,
6126,,우선,,1701595,,B,,,,,,,,,,,
6131,,우유,,1701596,,B,,,,,,,,,,,
6131,,우유,,1701597,,B,,,,,,,,,,,
6136,,우체국,,1701598,,B,,,,,,,,,,,
6136,,우체국,,1701599,,B,,,,,,,,,,,
6141,,우표,,1701600,,B,,,,,,,,,,,
6141,,우표,,1701601,,B,,,,,,,,,,,
6146,,운동,,1701602,,B,,,,,,,,,,,
6151,,운동복,,1701603,,B,,,,,,,,,,,
6156,,운동선수,,1701604,,I,,,,,,,,,,,
6161,,운동장,,1701605,,B,,,,,,,,,,,
6161,,운동장,,1701606,,B,,,,,,,,,,,
6166,여불규칙,운동하다,8656,1701607,,B,,,,,,,,,,,
6171,,운동화,,1701608,,B,,,,,,,,,,,
6171,,운동화,,1701609,,B,,,,,,,,,,,
6176,여불규칙,운전하다,8656,1701610,,B,,,,,,,,,,,
6176,여불규칙,운전하다,8656,1701611,,B,,,,,,,,,,,
6181,ㄹ탈락,울다,,1701612,,B,,,,,,,,,,,
6186,규칙,울리다,,1701613,,I,,,,,,,,,,,
6191,규칙,움직이다,,1701614,,B,,,,,,,,,,,
6196,규칙,웃기다,,1701615,,I,,,,,,,,,,,
6201,규칙,웃다,,1701616,,B,,,,,,,,,,,
6206,,원,,1701617,,B,,,,,,,,,頭前加［漢語數字］。,,
6206,,원,,1701618,,B,,,,,,,,,,,
6211,,원피스,,1701619,,B,,,,,,,,,,,
6211,,원피스,,1701620,,B,,,,,,,,,,,
6216,여불규칙,원하다,8656,1701621,,B,,,,,,,,,,,
6221,,월,,1701622,,B,,,,,,,,,,,
6226,,월급,,1701623,,B,,,,,,,,,,,
6231,,월드컵,,1701624,,I,,,,,,,,,,,
6236,,월세,,1701625,,I,,,,,,,,,,,
6241,,월요일,,1701626,,B,,,,,,,,,,,
6241,,월요일,,1701627,,B,,,,,,,,,,,
6246,,웬일,,1701628,,I,,,,,,,,,,,
6251,,위,,1701629,,B,,,,,,,,,,,
6251,,위,,1701630,,B,,,,,,,,,,,
6251,,위,,1701631,,B,,,,,,,,,,,
6256,,위치,,1701632,,B,,,,,,,,,,,
6261,여불규칙,위하다,8656,1701633,,I,,,,,,,,,,,
6266,여불규칙,위험하다,8656,1701634,,B,,,,,,,,,,,
6271,,유럽,,1701635,,I,,,,,,,,,,,
6276,,유리,,1701636,,B,,,,,,,,,,,
6281,여불규칙,유명하다,8656,1701637,,B,,,,,,,,,,,
6286,,유월,,1701638,,B,,,,,,,,,,,
6286,,유월,,1701639,,B,,,,,,,,,,,
6291,,유학,,1701640,,B,,,,,,,,,,,
6296,,유학생,,1701641,,B,,,,,,,,,,,
6301,,유행,,1701642,,B,,,,,,,,,,,
6301,,유행,,1701643,,B,,,,,,,,,,,
6306,,육,,1701644,,B,,,,,,,,,,,
6306,,육,,1701645,,B,,,,,,,,,,,
6311,,육십,,1701646,,B,,,,,,,,,,,
6316,,으로,,1701647,,B,,,,,,,,,,,
6316,,으로,,1701648,,B,,,,,,,,,,,
6321,,은는,,1701649,,B,,,,,,,,,,,
6326,,은행,,1701650,,B,,,,,,,,,,,
6326,,은행,,1701651,,B,,,,,,,,,,,
6331,,은행원,,1701652,,B,,,,,,,,,,,
6336,ㄹ탈락,을 줄알다,,1701653,,B,,,,,,,,,,,
6341,,음료수,,1701654,,B,,,,,,,,,,,
6341,,음료수,,1701655,,B,,,,,,,,,,,
6346,,음반,,1701656,,I,,,,,,,,,,,
6351,,음식,,1701657,,B,,,,,,,,,,,
6351,,음식,,1701658,,B,,,,,,,,,,,
6356,,음악,,1701659,,B,,,,,,,,,,,
6356,,음악,,1701660,,B,,,,,,,,,,,
6356,,음악,,1701661,,B,,,,,,,,,,,
6361,,음악가,,1701662,,B,,,,,,,,,,,
6366,,응,,1701663,,B,,,,,,,,,,,
6371,,의미,,1701664,,B,,,,,,,,,,,
6376,,의사,,1701665,,B,,,,,,,,,,,
6376,,의사,,1701666,,B,,,,,,,,,,,
6376,,의사,,1701667,,B,,,,,,,,,,,
6381,,의자,,1701668,,B,,,,,,,,,,,
6381,,의자,,1701669,,B,,,,,,,,,,,
6386,,이,,1701670,,B,,,,,,,,1,,,
6386,,이,,1701671,,B,,,,,,,,,,,
6386,,이,,1701672,,B,,,,,,,,,,,
6391,,이거,,1701673,,B,,,,,,,,,,,
6391,,이거,,1701674,,B,,,,,,,,,,,
6396,,이것,,1701675,,B,,,,,,,,,,,
6396,,이것,,1701676,,B,,,,,,,,,,,
6401,,이곳,,1701677,,B,,,,,,,,,,,
6406,,이따가,,1701678,,B,,,,,,,,,,,
6411,,이런,,1701679,,B,,,,,,,,,,,
6416,,이렇게,,1701680,,B,,,,,,,,,,,
6421,ㅎ불규칙,이렇다,,1701681,,B,,,,,,,,,,,
6426,,이름,,1701682,,B,,,,,,,,,,,
6426,,이름,,1701683,,B,,,,,,,,,,,
6431,,이리,,1701684,,B,,,,,,,,,,,
6436,,이메일,,1701685,,I,,,,,,,,,,,
6441,,이모,,1701686,,B,,,,,,,,,,,
6446,,이모부,,1701687,,B,,,,,,,,,,,
6451,,이번,,1701688,,B,,,,,,,,,,,
6451,,이번,,1701689,,B,,,,,,,,,,,
6456,,이분,,1701690,,B,,,,,,,,,,,
6461,,이사,,1701691,,B,,,,,,,,,,,
6466,,이상,,1701692,,B,,,,,,,,,,,
6471,여불규칙,이상하다,8656,1701693,,B,,,,,,,,,,,
6476,,이십,,1701694,,B,,,,,,,,,,,
6481,,이야기,,1701695,,B,,,,,,,,,,,
6481,,이야기,,1701696,,B,,,,,,,,,,,
6486,여불규칙,이야기하다,8656,1701697,,B,,,,,,,,,,,
6486,여불규칙,이야기하다,8656,1701698,,B,,,,,,,,,,,
6491,,이용,,1701699,,B,,,,,,,,,,,
6496,여불규칙,이용하다,8656,1701700,,B,,,,,,,,,,,
6501,,이월,,1701701,,B,,,,,,,,,,,
6506,,이유,,1701702,,B,,,,,,,,,,,
6511,,이제,,1701703,,B,,,,,,,,,,,
6516,,이집트,,1701704,,I,,,,,,,,,,,
6521,,이쪽,,1701705,,B,,,,,,,,,,,
6526,,이틀,,1701706,,B,,,,,,,,,,,
6531,,이해,,1701707,,B,,,,,,,,,,,
6536,여불규칙,이해하다,8656,1701708,,B,,,,,,,,,,,
6541,,인,,1701709,,B,,,,,,,,,,,
6546,규칙,인 것 같다,,1701710,,B,,,,,,,,,,,
6551,,인구,,1701711,,I,,,,,,,,,,,
6556,,인기,,1701712,,B,,,,,,,,,,,
6561,,인기스타,,1701713,,B,,,,,,,,,,,
6566,,인도,,1701714,,I,,,,,,,,,,,
6571,,인사,,1701715,,B,,,,,,,,,,,
6576,여불규칙,인사하다,8656,1701716,,B,,,,,,,,,,,
6581,,인삼,,1701717,,B,,,,,,,,,,,
6581,,인삼,,1701718,,B,,,,,,,,,,,
6586,,인상,,1701719,,I,,,,,,,,,,,
6591,,인천,,1701720,,I,,,,,,,,,,,
6596,,인터넷,,1701721,,B,,,,,,,,,,,
6601,여불규칙,인터뷰하다,8656,1701722,,I,,,,,,,,,,,
6606,,인형,,1701723,,B,,,,,,,,,,,
6611,,일,,1701724,,B,,,,,,,,,,,
6611,,일,,1701725,,B,,,,,,,,,,,
6611,,일,,1701726,,B,,,,,,,,,,,
6616,,일곱,,1701727,,B,,,,,,,,,,,
6616,,일곱,,1701728,,B,,,,,,,,,,,
6616,,일곱,,1701729,,B,,,,,,,,,,,
6621,,일기,,1701730,,B,,,,,,,,,,,
6621,,일기,,1701731,,B,,,,,,,,,,,
6626,,일기예보,,1701732,,B,,,,,,,,,,,
6631,,일본,,1701733,,B,,,,,,,,,,,
6631,,일본,,1701734,,I,,,,,,,,,,,
6636,,일본드라마,,1701735,,B,,,,,,,,,,,
6641,,일본말,,1701736,,I,,,,,,,,,,,
6646,,일본사람,,1701737,,I,,,,,,,,,,,
6651,,일본어,,1701738,,I,,,,,,,,,,,
6656,,일본요리,,1701739,,I,,,,,,,,,,,
6661,,일상생활,,1701740,,I,,,,,,,,,,,
6666,,일식,,1701741,,B,,,,,,,,,,,
6671,규칙,일어나다,,1701742,,B,,,,,,,,,,,
6671,규칙,일어나다,,1701743,,B,,,,,,,,,,,
6676,규칙,일어서다,,1701744,,B,,,,,,,,,,,
6681,,일요일,,1701745,,B,,,,,,,,,,,
6681,,일요일,,1701746,,B,,,,,,,,,,,
6686,,일월,,1701747,,B,,,,,,,,,,,
6691,,일주일,,1701748,,B,,,,,,,,,,,
6696,,일찍,,1701749,,B,,,,,,,,,,,
6696,,일찍,,1701750,,B,,,,,,,,,,,
6696,,일찍,,1701751,,B,,,,,,,,,,,
6701,여불규칙,일하다,8656,1701752,,B,,,,,,,,,,,
6701,여불규칙,일하다,8656,1701753,,B,,,,,,,,,,,
6706,,일흔,,1701754,,B,,,,,,,,,,,
6711,,읽기,,1701755,,I,,,,,,,,,,,
6716,규칙,읽다,,1701756,,B,,,,,,,,,,,
6716,규칙,읽다,,1701757,,B,,,,,,,,,,,
6721,규칙,잃다,,1701758,,B,,,,,,,,,,,
6726,규칙,잃어버리다,,1701759,,B,,,,,,,,,,,
6731,,입,,1701760,,B,,,,,,,,,,,
6736,,입구,,1701761,,B,,,,,,,,,,,
6736,,입구,,1701762,,B,,,,,,,,,,,
6736,,입구,,1701763,,B,,,,,,,,,,,
6741,규칙,입다,,1701764,,B,,,,,,,,,,,
6741,규칙,입다,,1701765,,B,,,,,,,,,,,
6746,,입술,,1701766,,B,,,,,,,,,,,
6751,여불규칙,입원하다,8656,1701767,,B,,,,,,,,,,,
6756,,입학,,1701768,,B,,,,,,,,,,,
6761,규칙,있다,,1701769,,B,,,,,,,,,,,
6761,규칙,있다,,1701770,,B,,,,,,,,,,,
6766,규칙,잊다,,1701771,,B,,,,,,,,,,,
6771,규칙,잊어버리다,,1701772,,B,,,,,,,,,,,
6776,,잎,,1701773,,B,,,,,,,,,,,
6781,,자,,1701774,,B,,,,,,,,,,,
6781,,자,,1701775,,I,,,,,,,,,,,
6786,,자기,,1701776,,B,,,,,,,,,,,
6786,,자기,,1701777,,I,,,,,,,,,,,
6791,규칙,자다,,1701778,,B,,,,,,,,,,,
6791,규칙,자다,,1701779,,B,,,,,,,,,,,
6796,,자동차,JPN096,1701780,名,B,,汽車,khì-tshia,khì-chhia,20交通,,,,,,
6801,,자동차회사,,1701781,,B,,,,,,,,,,,
6806,,자료,,1701782,,I,,,,,,,,,,,
6811,르불규칙,자르다,,1701783,,B,,,,,,,,,,,
6816,,자리,,1701784,,B,,,,,,,,,,,
6816,,자리,,1701785,,B,,,,,,,,,,,
6821,,자신,,1701786,,B,,,,,,,,,,,
6826,,자연,,1701787,,B,,,,,,,,,,,
6831,,자유,,1701788,,B,,,,,,,,,,,
6836,,자장면,,1701789,,B,,,,,,,,,,,
6841,,자전거,,1701790,,B,,,,,,,,,,,
